 📺央视频道,#genre#
CCTV 11 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 12 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225670/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 12 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225645/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 13 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225787/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 13 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225742/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 14 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225673/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 14 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225648/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 15 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225830/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 15 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 17 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225766/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 17 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225513/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV 17 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225833/index.m3u8?servicetype=1&IASHttpSessionId=OTT
纯享 4K,http://111.12.101.23:6610/PLTV/77777777/224/3221225726/index.m3u8?servicetype=1&IASHttpSessionId=OTT
东方卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225682/index.m3u8?servicetype=1&IASHttpSessionId=OTT
东方卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1&IASHttpSessionId=OTT
北京卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225651/index.m3u8?servicetype=1&IASHttpSessionId=OTT
北京卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225664/index.m3u8?servicetype=1&IASHttpSessionId=OTT
天津卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225675/index.m3u8?servicetype=1&IASHttpSessionId=OTT
天津卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225694/index.m3u8?servicetype=1&IASHttpSessionId=OTT
安徽卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225671/index.m3u8?servicetype=1&IASHttpSessionId=OTT
安徽卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225701/index.m3u8?servicetype=1&IASHttpSessionId=OTT
山东卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225642/index.m3u8?servicetype=1&IASHttpSessionId=OTT
山东卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225672/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225685/index.m3u8?servicetype=1&IASHttpSessionId=OTT
江苏卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225636/index.m3u8?servicetype=1&IASHttpSessionId=OTT
江苏卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1&IASHttpSessionId=OTT
江西卫视 HD https://iptv.live,http://111.12.101.23:6610/PLTV/77777777/224/3221225669/index.m3u8?servicetype=1&IASHttpSessionId=OTT
浙江卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225695/index.m3u8?servicetype=1&IASHttpSessionId=OTT
浙江卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225691/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖北卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225689/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖北卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225721/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖南卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225692/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖南卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225719/index.m3u8?servicetype=1&IASHttpSessionId=OTT
辽宁卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225639/index.m3u8?servicetype=1&IASHttpSessionId=OTT
辽宁卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225779/index.m3u8?servicetype=1&IASHttpSessionId=OTT
重庆卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225679/index.m3u8?servicetype=1&IASHttpSessionId=OTT
重庆卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225745/index.m3u8?servicetype=1&IASHttpSessionId=OTT
黑龙江卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225686/index.m3u8?servicetype=1&IASHttpSessionId=OTT
黑龙江卫视 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1&IASHttpSessionId=OTT
中国功夫 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225690/index.m3u8?servicetype=1&IASHttpSessionId=OTT
军事评论 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225749/index.m3u8?servicetype=1&IASHttpSessionId=OTT
军旅剧场 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225727/index.m3u8?servicetype=1&IASHttpSessionId=OTT
农业致富 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225687/index.m3u8?servicetype=1&IASHttpSessionId=OTT
动作电影 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1&IASHttpSessionId=OTT
古装剧场 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225706/index.m3u8?servicetype=1&IASHttpSessionId=OTT
家庭剧场 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225743/index.m3u8?servicetype=1&IASHttpSessionId=OTT
怡伴健康 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225684/index.m3u8?servicetype=1&IASHttpSessionId=OTT
惊悚悬疑 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225746/index.m3u8?servicetype=1&IASHttpSessionId=OTT
武博世界 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225758/index.m3u8?servicetype=1&IASHttpSessionId=OTT
潮妈辣婆 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225709/index.m3u8?servicetype=1&IASHttpSessionId=OTT
炫舞未来 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225728/index.m3u8?servicetype=1&IASHttpSessionId=OTT
爱情喜剧 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225698/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品体育 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225724/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品大剧 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225737/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品记录 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225681/index.m3u8?servicetype=1&IASHttpSessionId=OTT
金牌综艺 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225755/index.m3u8?servicetype=1&IASHttpSessionId=OTT
黑莓动画 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225710/index.m3u8?servicetype=1&IASHttpSessionId=OTT
黑莓电影 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225740/index.m3u8?servicetype=1&IASHttpSessionId=OTT
黑莓电竞 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225760/index.m3u8?servicetype=1&IASHttpSessionId=OTT
无台标 1 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225763/index.m3u8?servicetype=1&IASHttpSessionId=OTT
无台标 2 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225789/index.m3u8?servicetype=1&IASHttpSessionId=OTT
无台标 3 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225854/index.m3u8?servicetype=1&IASHttpSessionId=OTT
无台标 4 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225863/index.m3u8?servicetype=1&IASHttpSessionId=OTT
贺州综合 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225768/index.m3u8?servicetype=1&IASHttpSessionId=OTT
纪实人文 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225688/index.m3u8?servicetype=1&IASHttpSessionId=OTT
无台标 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225733/index.m3u8?servicetype=1&IASHttpSessionId=OTT
冬奥纪实 HD,http://111.12.101.23:6610/PLTV/77777777/224/3221225667/index.m3u8?servicetype=1&IASHttpSessionId=OTT
云南卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225794/index.m3u8?servicetype=1&IASHttpSessionId=OTT
兵团卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225795/index.m3u8?servicetype=1&IASHttpSessionId=OTT
内蒙古卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225751/index.m3u8?servicetype=1&IASHttpSessionId=OTT
南方卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225748/index.m3u8?servicetype=1&IASHttpSessionId=OTT
厦门卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225823/index.m3u8?servicetype=1&IASHttpSessionId=OTT
吉林卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225678/index.m3u8?servicetype=1&IASHttpSessionId=OTT
四川卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225757/index.m3u8?servicetype=1&IASHttpSessionId=OTT
宁夏卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225782/index.m3u8?servicetype=1&IASHttpSessionId=OTT
山东教育卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225708/index.m3u8?servicetype=1&IASHttpSessionId=OTT
山西卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225785/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225767/index.m3u8?servicetype=1&IASHttpSessionId=OTT
新疆卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225788/index.m3u8?servicetype=1&IASHttpSessionId=OTT
河北卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225773/index.m3u8?servicetype=1&IASHttpSessionId=OTT
河南卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225806/index.m3u8?servicetype=1&IASHttpSessionId=OTT
海南卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225752/index.m3u8?servicetype=1&IASHttpSessionId=OTT
甘肃卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225764/index.m3u8?servicetype=1&IASHttpSessionId=OTT
西藏卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225800/index.m3u8?servicetype=1&IASHttpSessionId=OTT
贵州卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225770/index.m3u8?servicetype=1&IASHttpSessionId=OTT
陕西卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225754/index.m3u8?servicetype=1&IASHttpSessionId=OTT
青海卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225705/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CETV 1,http://111.12.101.23:6610/PLTV/77777777/224/3221225776/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CETV 4,http://111.12.101.23:6610/PLTV/77777777/224/3221225723/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CGTN,http://111.12.101.23:6610/PLTV/77777777/224/3221225707/index.m3u8?servicetype=1&IASHttpSessionId=OTT
优漫卡通,http://111.12.101.23:6610/PLTV/77777777/224/3221225791/index.m3u8?servicetype=1&IASHttpSessionId=OTT
卡酷少儿,http://111.12.101.23:6610/PLTV/77777777/224/3221225730/index.m3u8?servicetype=1&IASHttpSessionId=OTT
哈哈炫动,http://111.12.101.23:6610/PLTV/77777777/224/3221225711/index.m3u8?servicetype=1&IASHttpSessionId=OTT
嘉佳卡通,http://111.12.101.23:6610/PLTV/77777777/224/3221225797/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东珠江,http://111.12.101.23:6610/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&IASHttpSessionId=OTT
河池教育,http://111.12.101.23:6610/PLTV/77777777/224/3221225836/index.m3u8?servicetype=1&IASHttpSessionId=OTT
河池新闻综合,http://111.12.101.23:6610/PLTV/77777777/224/3221225756/index.m3u8?servicetype=1&IASHttpSessionId=OTT
金鹰卡通,http://111.12.101.23:6610/PLTV/77777777/224/3221225702/index.m3u8?servicetype=1&IASHttpSessionId=OTT
金鹰纪实,http://111.12.101.23:6610/PLTV/77777777/224/3221225699/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CGTN,http://39.130.202.114:6610/gitv_live/G_CCTV-NEWS/G_CCTV-NEWS.m3u8
TBC ????,http://221.164.220.149:9981/stream/channelid/299694566
KBS2,http://221.164.220.149:9981/stream/channelid/894987743
KBS1,http://221.164.220.149:9981/stream/channelid/636335743
?? MBC,http://221.164.220.149:9981/stream/channelid/1041818234
EBS,http://221.164.220.149:9981/stream/channelid/1083546416
WarnerTV HD,https://www.livedoomovie.com/02_WarnerTVHD_720p/chunklist.m3u8
Tennis HD,https://www.livedoomovie.com/02_TennisHD_720p/chunklist.m3u8
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
HISTORY HD,https://www.livedoomovie.com/02_HISTORYHD_720p/chunklist.m3u8
H2 HD,https://www.livedoomovie.com/02_H2HD_720p/chunklist.m3u8
Golf HD,https://www.livedoomovie.com/02_golfhd_720p/chunklist.m3u8
Fox Sport3,https://www.livedoomovie.com/02_FoxSport3_TH_720p/chunklist.m3u8
Fox Sport2,https://www.livedoomovie.com/02_FoxSport2_TH_720p/chunklist.m3u8
Fox Sport1,https://www.livedoomovie.com/02_foxsport_720p/chunklist.m3u8
DiscoveryHDWorld,https://www.livedoomovie.com/02_DiscoveryHDWorld/chunklist.m3u8
AnimalPlanet,https://www.livedoomovie.com/02_AnimalPlanet/chunklist.m3u8
AstroArena,http://50.7.161.82:8278/streams/d/arena_pye/playlist.m3u8
無綫新聞台,http://www.chahaoquan.com/wz/epg/tvb.php?id=1
無綫財經資訊台,http://www.chahaoquan.com/wz/epg/tvb.php?id=2
無綫新聞,http://www.chahaoquan.com/wz/epg/tvb.php?id=3
無綫直播,http://www.chahaoquan.com/wz/epg/tvb.php?id=4
凤凰资讯(代),http://www.chahaoquan.com/wz/epg/fhdl.php?id=1
凤凰中文(代),http://www.chahaoquan.com/wz/epg/fhdl.php?id=2
凤凰香港(代),http://www.chahaoquan.com/wz/epg/fhdl.php?id=3
HBO原創電影,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
Channel [V],https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
MTV Live,http://198.16.106.62:8278/streams/d/mtvlive_zero/playlist.m3u8
HBO,https://gratismkctv.net/film/hbo.m3u8
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
ELEVEN1,http://207.110.52.61:8080/s/hls/5/3570/eleven_sports_1_355/1/1/index.m3u8
ELEVEN2,http://207.110.52.61:8080/s/hls/5/9335/eleven_sports_2_303/1/1/index.m3u8
[V] HD,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
FOX HD,https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/chunklist_b2500000.m3u8
FOX MOVIES,https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/chunklist_b2500000.m3u8
Asian Food Network,https://livecdn.fptplay.net/world/afchd_hls.smil/chunklist_b2500000.m3u8
Outdoor Channel,https://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
National Geographic HD,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8
RHK31,http://livetv.dnsfor.me:80/channel.1.m3u8
RTHK32,http://livetv.dnsfor.me:80/channel.2.m3u8
HongKong开电视,http://livetv.dnsfor.me:80/channel.9.m3u8
無綫新聞台,http://livetv.dnsfor.me:80/channel.10.m3u8
無綫財經資訊台,http://livetv.dnsfor.me:80/channel.11.m3u8
NOW SPORT,http://livetv.dnsfor.me:80/channel.12.m3u8
ATV,http://livetv.dnsfor.me:80/channel.14.m3u8
HKS,http://livetv.dnsfor.me:80/channel.15.m3u8
CCTV 5,http://livetv.dnsfor.me:80/channel.17.m3u8
TVB,http://livetv.dnsfor.me:80/channel.18.m3u8
J2,http://livetv.dnsfor.me:80/channel.19.m3u8
VIU TV,http://livetv.dnsfor.me:80/channel.20.m3u8
UNIVERSE TV,http://livetv.dnsfor.me:80/channel.23.m3u8
亚旅卫视,http://livetv.dnsfor.me:80/channel.24.m3u8
D100 PBS台,http://livetv.dnsfor.me/channel.109.m3u8
鳳凰衛視資訊台,http://livetv.dnsfor.me/channel.21.m3u8
鳳凰香港,http://livetv.dnsfor.me/channel.16.m3u8
賽事直擊,http://livetv.dnsfor.me/channel.13.m3u8
香港電台 第二台,http://livetv.dnsfor.me/channel.102.m3u8
香港電台 第三台,http://livetv.dnsfor.me/channel.103.m3u8
香港電台 第四台,http://livetv.dnsfor.me/channel.104.m3u8
香港電台 第五台,http://livetv.dnsfor.me/channel.105.m3u8
香港電台 第一台,http://livetv.dnsfor.me/channel.101.m3u8
CCTV-1综合,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8$北京8M
CCTV-1综合,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8$北京8M
CCTV-2财经,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8$北京8M
CCTV-2财经,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8$北京8M
CCTV-3综艺,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8$北京8M
CCTV-4国际,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8$北京4M
CCTV-5体育,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8$北京8M
CCTV-5+体育赛事,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8$北京4M
CCTV-5+体育赛事,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8$北京8M
CCTV-7国防军事,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8$北京8M
CCTV-8电视剧,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8$北京8M
CCTV-9纪录,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8$北京8M
CCTV-10科教,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8$北京8M
CCTV-11戏曲,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8$北京8M
CCTV-12社会与法,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8$北京8M
CCTV-13新闻,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8$北京4M
CCTV-15音乐,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8$北京4M
CCTV-17农业农村,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8$北京4M
香港電台視像新聞直播,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
香港国际财经台,https://www.navchina.cf/IPTV/icable.php?id=76
香港开电视,https://www.navchina.cf/IPTV/icable.php?id=77
无线财经,http://www.chahaoquan.com/wz/epg/tvb.php?id=2
無綫新聞 newsevent1,http://www.chahaoquan.com/wz/epg/tvb.php?id=3
無綫新聞 newsevent2,http://www.chahaoquan.com/wz/epg/tvb.php?id=4
無線新聞台,http://198.16.106.62:8278/streams/d/inews_twn/playlist.m3u8
有線新聞台,http://198.16.106.62:8278/streams/d/hkcnews_twn/playlist.m3u8
Discovery Channel,http://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DISCOVERY-HD-1080p/playlist.m3u8
HBO,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
ELTA綜合台,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
ELTA影劇台,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
FOX HD,http://198.16.106.62:8278/streams/d/foxhd_zero/playlist.m3u8
FOX犯罪電影,http://198.16.106.62:8278/streams/d/foxcrime_zero/playlist.m3u8
FOX動作電影,http://198.16.106.62:8278/streams/d/foxaction_zero/playlist.m3u8
FOX家庭電影,http://198.16.106.62:8278/streams/d/foxfamily_zero/playlist.m3u8
HBO原創電影,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
BBC lifestyle,http://198.16.106.62:8278/streams/d/bbclifestyle_zero/playlist.m3u8
EVE,http://198.16.106.62:8278/streams/d/eve_zero/playlist.m3u8
SLEVEN2,http://198.16.106.62:8278/streams/d/luxetv_zero/playlist.m3u8
Nick,http://198.16.106.62:8278/streams/d/Nickelodeon/playlist.m3u8
Nick JR,http://198.16.106.62:8278/streams/d/Nickjr/playlist.m3u8
Babytv,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Cbeebies,http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
Disneyxd,http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
Disneyjr,http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
TLC旅遊生活,http://198.16.106.62:8278/streams/d/tlcasia_zero/playlist.m3u8
韩国娱乐台,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
KBS World,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
三立新闻台,http://198.16.106.62:8278/streams/d/sanlinews_zero/playlist.m3u8
三立台灣台,http://198.16.106.62:8278/streams/d/sanlitaiwan/playlist.m3u8
纬来综合台,http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
纬来综合台,http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
纬来精采,http://198.16.106.62:8278/streams/d/videolandspecial_zero/playlist.m3u8
纬来戏剧台,http://198.16.106.62:8278/streams/d/videolandxiju_zero/playlist.m3u8
纬来电影台,http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8
纬来体育台,http://198.16.106.62:8278/streams/d/videolandsport_zero/playlist.m3u8
纬来日本台,http://198.16.106.62:8278/streams/d/videolandjapan_zero/playlist.m3u8
三立新闻台,http://198.16.106.62:8278/streams/d/sanlinews_zero/playlist.m3u8
三立台灣台,http://198.16.106.62:8278/streams/d/sanlitaiwan/playlist.m3u8
TVBS,http://198.16.106.62:8278/streams/d/tvbs/playlist.m3u8
TVBS新闻台,http://198.16.106.62:8278/streams/d/tvbs_n/playlist.m3u8
TVBS欢乐台,http://198.16.106.62:8278/tvbsgbk_twn/playlist.m3u8
中天綜合 HD,http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8
民视台湾台,http://198.16.106.62:8278/streams/d/ftvtaiwan_twn/playlist.m3u8
民视,http://198.16.106.62:8278/streams/d/ftvhd_taiwan/playlist.m3u8
卫视电影台,http://93.190.139.35:8278/streams/d/Weishimovie/playlist.m3u8
卫视卡式台,http://93.190.139.35:8278/streams/d/Weishilegend/playlist.m3u8
中视,http://185.207.176.189:8080/channels/tw-100/playlist.m3u8
中视新闻台,http://185.207.176.189:8080/channels/tw-101/playlist.m3u8
中视经典,http://185.207.176.189:8080/channels/tw-102/playlist.m3u8
中视菁采台,http://185.207.176.189:8080/channels/tw-103/playlist.m3u8
华视,http://185.207.176.189:8080/channels/tw-501/playlist.m3u8
華視教育體育文化 HD,http://185.207.176.189:8080/channels/tw-502/playlist.m3u8
華視新聞資訊 HD,http://185.207.176.189:8080/channels/tw-503/playlist.m3u8
國會頻道1,http://185.207.176.189:8080/channels/tw-504/playlist.m3u8
國會頻道2,http://185.207.176.189:8080/channels/tw-505/playlist.m3u8
民视,http://185.207.176.189:8080/channels/tw-300/playlist.m3u8
民视第一台,http://185.207.176.189:8080/channels/tw-301/playlist.m3u8
民视新闻台,http://185.207.176.189:8080/channels/tw-302/playlist.m3u8
民视台湾台,http://185.207.176.189:8080/channels/tw-304/playlist.m3u8
RT,http://rt-doc.secure.footprint.net/1101_2500Kb.m3u8
SBS,https://www.navchina.cf/IPTV/sbs.php?id=S01
SBS Sports,https://www.navchina.cf/IPTV/sbs.php?id=S02
SBS Plus,https://www.navchina.cf/IPTV/sbs.php?id=S03
SBS Fun,https://www.navchina.cf/IPTV/sbs.php?id=S04
SBS Golf,https://www.navchina.cf/IPTV/sbs.php?id=S05
SBS Biz,https://www.navchina.cf/IPTV/sbs.php?id=S06
SBS POWER FM,https://www.navchina.cf/IPTV/sbs.php?id=S07
SBS LOVE FM,https://www.navchina.cf/IPTV/sbs.php?id=S08
SBS MTV,https://www.navchina.cf/IPTV/sbs.php?id=S09
SBS GorealraM,https://www.navchina.cf/IPTV/sbs.php?id=S19
SBS International,https://streaming-a-802.cdn.nextologies.com/SBS_Live_HD/live/SBS_Live_HD_1500k/chunks.m3u8
SBS Plus International,https://streaming-a-802.cdn.nextologies.com/SBS_Plus/live/SBS_Plus_1500k/chunks.m3u8
Animax Japan,http://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
HGTV50,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
BBC Lifestyle,http://livecdn.fptplay.net/qnetlive/bbclifestyle_2000.stream/chunklist.m3u8
NAT GEO WILD,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
Discovery Channel,http://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DISCOVERY-HD-1080p/playlist.m3u8
Animal Planet,http://50.7.161.82:8278/streams/d/AnimalPlanet/playlist.m3u8
Outdoor Channel,http://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
Fashion TV,http://fashiontv-fashiontv-4-de.samsung.wurl.com/manifest/playlist.m3u8
Fashion TV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
日本NHK华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
